loc_rowid,kepid,kepoi_name,kepler_name,koi_disposition,koi_period,koi_impact,koi_duration,koi_depth,koi_ror,koi_prad,koi_teq,koi_insol,koi_dor,koi_steff,koi_slogg,koi_smet,koi_srad,koi_smass
1,10797460,K00752.01,Kepler-227 b,CONFIRMED,9.488035570,0.1460,2.95750,6.1580e+02,0.022344,2.26,793.0,93.59,24.810000,5455.00,4.467,0.1400,0.9270,0.9190
2,10797460,K00752.02,Kepler-227 c,CONFIRMED,54.418382700,0.5860,4.50700,8.7480e+02,0.027954,2.83,443.0,9.11,77.900000,5455.00,4.467,0.1400,0.9270,0.9190
5,10854555,K00755.01,Kepler-664 b,CONFIRMED,2.525591777,0.7010,1.65450,6.0330e+02,0.024064,2.75,1406.0,926.16,8.750000,6031.00,4.438,0.0700,1.0460,1.0950
6,10872983,K00756.01,Kepler-228 d,CONFIRMED,11.094320540,0.5380,4.59450,1.5175e+03,0.036779,3.90,835.0,114.81,16.360000,6046.00,4.486,-0.0800,0.9720,1.0530
7,10872983,K00756.02,Kepler-228 c,CONFIRMED,4.134435120,0.7620,3.14020,6.8600e+02,0.026133,2.77,1160.0,427.65,6.960000,6046.00,4.486,-0.0800,0.9720,1.0530
8,10872983,K00756.03,Kepler-228 b,CONFIRMED,2.566588970,0.7550,2.42900,2.2650e+02,0.014983,1.59,1360.0,807.74,5.540000,6046.00,4.486,-0.0800,0.9720,1.0530
10,10910878,K00757.01,Kepler-229 c,CONFIRMED,16.068646740,0.0520,3.53470,4.9143e+03,0.062161,5.76,600.0,30.75,36.850000,5031.00,4.485,0.1600,0.8480,0.8010
11,11446443,K00001.01,Kepler-1 b,CONFIRMED,2.470613377,0.8180,1.74319,1.4231e+04,0.123871,13.04,1339.0,761.46,8.397700,5820.00,4.457,-0.0600,0.9640,0.9710
12,10666592,K00002.01,Kepler-2 b,CONFIRMED,2.204735417,0.2240,3.88864,6.6747e+03,0.075522,16.10,2048.0,4148.92,4.602000,6440.00,4.019,0.1400,1.9520,1.4490
13,6922244,K00010.01,Kepler-8 b,CONFIRMED,3.522498429,0.6310,3.19843,9.1457e+03,0.092086,14.59,1521.0,1264.67,7.541000,6225.00,4.169,-0.0400,1.4510,1.1320
14,10984090,K00112.02,Kepler-466 c,CONFIRMED,3.709214104,0.0510,2.63020,1.3110e+02,0.010424,1.16,1206.0,500.46,10.888000,5833.00,4.407,-0.0400,1.0220,0.9740
19,10526549,K00746.01,Kepler-660 b,CONFIRMED,9.273581730,0.3870,3.28750,1.2883e+03,0.032563,2.47,649.0,41.85,20.650000,4856.00,4.583,-0.3000,0.6960,0.6760
20,10583066,K00747.01,Kepler-661 b,CONFIRMED,6.029303290,0.2580,1.58210,1.9127e+03,0.038838,2.85,678.0,50.04,29.310000,4537.00,4.648,0.2100,0.6720,0.7610
22,10601284,K00749.01,Kepler-226 c,CONFIRMED,5.349553819,0.0920,3.02780,8.3100e+02,0.025706,2.55,919.0,168.99,13.801500,5185.00,4.440,0.1600,0.9100,0.8310
23,10601284,K00749.02,Kepler-226 b,CONFIRMED,3.941052210,0.2260,2.59840,3.6330e+02,0.017105,1.70,1018.0,253.15,11.510000,5185.00,4.440,0.1600,0.9100,0.8310
24,10601284,K00749.03,Kepler-226 d,CONFIRMED,8.109048070,0.0250,3.59600,2.1740e+02,0.013127,1.30,800.0,97.03,17.460000,5185.00,4.440,0.1600,0.9100,0.8310
26,10662202,K00750.01,Kepler-662 b,CONFIRMED,21.676991930,0.8960,3.45550,8.5720e+02,0.032666,2.95,530.0,18.64,24.600000,4954.00,4.500,0.1800,0.8280,0.7910
27,10682541,K00751.01,Kepler-663 b,CONFIRMED,4.996779680,0.7100,2.17170,9.3470e+02,0.030014,2.78,917.0,166.95,13.140000,5339.00,4.552,0.1800,0.8470,0.9310
28,11460018,K00769.01,Kepler-671 b,CONFIRMED,4.280963604,0.4240,2.87500,7.5080e+02,0.025377,2.30,1012.0,247.87,10.640000,5644.00,4.564,-0.1400,0.8310,0.9280
32,11507101,K00773.01,Kepler-672 b,CONFIRMED,38.377548600,0.4680,5.58800,7.2420e+02,0.024901,2.82,529.0,18.53,47.800000,5481.00,4.369,0.1600,1.0360,0.9150
33,10910878,K00757.02,Kepler-229 d,CONFIRMED,41.197255020,0.0450,4.62970,2.2139e+03,0.041693,3.86,439.0,8.76,70.750000,5031.00,4.485,0.1600,0.8480,0.8010
34,10910878,K00757.03,Kepler-229 b,CONFIRMED,6.252962249,0.1050,2.58190,1.0369e+03,0.028604,2.65,823.0,108.30,18.940000,5031.00,4.485,0.1600,0.8480,0.8010
35,10987985,K00758.01,Kepler-665 b,CONFIRMED,16.013084190,0.7990,3.25540,1.1219e+03,0.034369,3.10,593.0,29.31,24.700000,5015.00,4.499,0.1000,0.8260,0.7850
36,11018648,K00759.01,Kepler-230 b,CONFIRMED,32.628766720,0.0210,4.79710,1.8048e+03,0.038520,3.36,506.0,15.55,53.950000,5586.00,4.560,-0.3000,0.7980,0.8440
37,11018648,K00759.02,Kepler-230 c,CONFIRMED,91.773286200,0.6060,6.47300,6.5200e+02,0.024320,2.12,359.0,3.92,89.400000,5586.00,4.560,-0.3000,0.7980,0.8440
40,11153539,K00762.01,Kepler-666 b,CONFIRMED,4.498765110,0.3120,3.73620,4.6000e+02,0.019817,2.10,1133.0,389.62,8.950000,6075.00,4.486,-0.1200,0.9690,1.0480
42,9579641,K00115.01,Kepler-105 b,CONFIRMED,5.412203927,0.7870,2.94720,6.0160e+02,0.024775,2.94,1093.0,337.68,9.250000,5779.00,4.339,-0.0600,1.0870,0.9410
43,11304958,K00764.01,Kepler-667 b,CONFIRMED,41.439586620,0.3550,10.59890,2.7931e+03,0.048175,5.50,516.0,16.72,29.470000,5468.00,4.367,0.2200,1.0460,0.9300
44,11391957,K00765.01,Kepler-668 b,CONFIRMED,8.353895230,0.0230,2.25140,1.0416e+03,0.029305,2.52,790.0,91.90,29.180000,5592.00,4.582,-0.2800,0.7870,0.8620
45,11403044,K00766.01,Kepler-669 b,CONFIRMED,4.125543472,0.5970,3.17440,1.4873e+03,0.036796,4.43,1243.0,565.35,8.450000,6174.00,4.417,0.1000,1.1030,1.1620
46,11414511,K00767.01,Kepler-670 b,CONFIRMED,2.816504904,0.1050,2.50587,1.6814e+04,0.117059,12.21,1219.0,521.13,9.571000,5532.00,4.452,0.1400,0.9550,0.9410
48,12110942,K00786.01,Kepler-680 b,CONFIRMED,3.689920099,0.1510,2.65570,4.2670e+02,0.018878,1.89,1147.0,408.99,10.710000,5880.00,4.518,-0.0600,0.9170,1.0100
49,12366084,K00787.01,Kepler-232 b,CONFIRMED,4.431238488,0.4050,3.15000,1.0109e+03,0.029330,3.25,1104.0,351.23,10.190000,5714.00,4.428,0.1600,1.0150,1.0070
50,12366084,K00787.02,Kepler-232 c,CONFIRMED,11.379369860,0.9110,2.62550,1.0235e+03,0.035628,3.95,806.0,99.68,16.310000,5714.00,4.428,0.1600,1.0150,1.0070
51,12404086,K00788.01,Kepler-681 b,CONFIRMED,26.394328970,0.6020,3.57300,1.5109e+03,0.036810,3.07,489.0,13.49,47.700000,5129.00,4.595,0.0200,0.7630,0.8460
52,8395660,K00116.01,Kepler-106 c,CONFIRMED,13.570782810,0.8660,3.35390,5.1170e+02,0.023908,2.64,785.0,89.61,16.930000,5854.00,4.406,-0.1200,1.0120,0.9510
53,9579641,K00115.02,Kepler-105 c,CONFIRMED,7.125943870,0.8980,3.00140,1.9240e+02,0.015120,1.79,997.0,233.31,8.620000,5779.00,4.339,-0.0600,1.0870,0.9410
55,11754553,K00775.01,Kepler-52 c,CONFIRMED,16.384899880,0.0010,3.02490,1.1271e+03,0.029758,2.00,433.0,8.35,42.620000,4126.00,4.661,0.0400,0.6150,0.6330
56,11754553,K00775.02,Kepler-52 b,CONFIRMED,7.877416300,0.0410,2.08050,1.3061e+03,0.032090,2.16,553.0,22.18,29.840000,4126.00,4.661,0.0400,0.6150,0.6330
57,11754553,K00775.03,Kepler-52 d,CONFIRMED,36.445400100,0.0280,4.00700,1.1223e+03,0.029681,1.99,332.0,2.88,71.530000,4126.00,4.661,0.0400,0.6150,0.6330
58,11812062,K00776.01,Kepler-673 b,CONFIRMED,3.728732147,0.5580,2.68300,5.2265e+03,0.068178,6.02,1023.0,258.34,9.700000,5497.00,4.577,-0.1000,0.8090,0.9070
60,11853255,K00778.01,Kepler-674 b,CONFIRMED,2.243380573,0.9150,1.11960,8.2170e+02,0.032248,1.99,822.0,107.60,7.380000,4149.00,4.698,-0.3200,0.5640,0.5780
62,11918099,K00780.01,Kepler-675 b,CONFIRMED,2.337437946,0.2800,1.99820,9.7120e+02,0.027998,2.34,1070.0,311.16,8.860000,5005.00,4.595,0.1400,0.7650,0.8500
65,11923270,K00781.01,Kepler-676 b,CONFIRMED,11.598222330,0.6790,2.52370,2.8045e+03,0.051287,2.65,396.0,5.82,28.200000,3688.00,4.790,0.0000,0.4730,0.5030
66,11960862,K00782.01,Kepler-677 b,CONFIRMED,6.575315881,0.3900,4.30840,2.7933e+03,0.049152,5.31,1015.0,251.38,11.370000,5992.00,4.415,-0.3200,0.9890,0.9270
67,12020329,K00783.01,Kepler-678 b,CONFIRMED,7.275040844,0.5470,7.53770,3.0010e+03,0.051358,4.86,833.0,113.64,6.660000,5485.00,4.556,0.2100,0.8670,0.9860
68,12066335,K00784.01,Kepler-231 c,CONFIRMED,19.271538920,0.0310,2.75940,1.2198e+03,0.031585,1.93,393.0,5.66,55.020000,4077.00,4.702,-0.2400,0.5600,0.5760
69,12066335,K00784.02,Kepler-231 b,CONFIRMED,10.065243170,0.6280,1.36900,1.0533e+03,0.031153,1.91,488.0,13.43,45.900000,4077.00,4.702,-0.2400,0.5600,0.5760
70,12070811,K00785.01,Kepler-679 b,CONFIRMED,12.393565100,0.8830,3.88960,9.1660e+02,0.032536,2.66,677.0,49.68,13.070000,5557.00,4.603,-0.4000,0.7500,0.8320
71,8395660,K00116.02,Kepler-106 e,CONFIRMED,43.844397210,0.8520,6.80200,6.1520e+02,0.025934,2.87,531.0,18.77,28.200000,5854.00,4.406,-0.1200,1.0120,0.9510
74,3342970,K00800.01,Kepler-234 b,CONFIRMED,2.711504086,0.0230,3.00990,8.3750e+02,0.026533,3.12,1420.0,960.79,7.088000,6214.00,4.442,0.0700,1.0760,1.1690
75,3342970,K00800.02,Kepler-234 c,CONFIRMED,7.212037480,0.0120,4.04910,9.5040e+02,0.028255,3.32,1025.0,260.58,14.003000,6214.00,4.442,0.0700,1.0760,1.1690
77,12470844,K00790.01,Kepler-233 b,CONFIRMED,8.472379110,0.0220,2.72450,1.1235e+03,0.030119,2.59,751.0,75.44,24.470000,5354.00,4.587,-0.0800,0.7880,0.8840
78,12470844,K00790.02,Kepler-233 c,CONFIRMED,60.418936900,0.0940,5.03900,9.3130e+02,0.027422,2.36,390.0,5.49,93.710000,5354.00,4.587,-0.0800,0.7880,0.8840
79,12644822,K00791.01,Kepler-682 b,CONFIRMED,12.611904345,0.5500,5.14970,6.1056e+03,0.073758,7.40,753.0,76.15,17.270000,5795.00,4.508,-0.0200,0.9190,0.9920
82,2713049,K00794.01,Kepler-683 b,CONFIRMED,2.539183147,0.2380,2.42820,3.8210e+02,0.017724,2.06,1332.0,743.09,7.930000,5519.00,4.350,0.1400,1.0620,0.9210
83,3114167,K00795.01,Kepler-684 b,CONFIRMED,6.770300385,0.8380,2.08440,1.3040e+03,0.037414,2.77,812.0,102.87,15.210000,5653.00,4.656,-0.8400,0.6790,0.7670
86,4139816,K00812.02,Kepler-235 d,CONFIRMED,20.060363360,0.5560,3.32030,1.4947e+03,0.036455,1.96,361.0,4.00,40.400000,3950.00,4.754,-0.4600,0.4930,0.5020
88,8395660,K00116.04,Kepler-106 d,CONFIRMED,23.980085400,0.9500,5.35100,1.0400e+02,0.011879,1.31,649.0,41.94,11.980000,5854.00,4.406,-0.1200,1.0120,0.9510
89,4139816,K00812.04,Kepler-235 c,CONFIRMED,7.825021680,0.7080,2.18600,5.2080e+02,0.022312,1.20,494.0,14.05,20.200000,3950.00,4.754,-0.4600,0.4930,0.5020
90,4275191,K00813.01,Kepler-688 b,CONFIRMED,3.895936525,0.5240,2.31110,8.5448e+03,0.086890,7.34,1005.0,241.62,12.290000,5557.00,4.592,-0.3000,0.7740,0.8660
91,4476123,K00814.01,Kepler-689 b,CONFIRMED,22.366464660,0.4000,5.22800,9.8680e+02,0.028938,2.32,536.0,19.45,31.000000,5395.00,4.615,-0.3400,0.7340,0.8210
92,3351888,K00801.01,Kepler-685 b,CONFIRMED,1.625522174,0.0760,2.38963,7.9690e+03,0.080543,9.73,1579.0,1467.41,5.636400,5539.00,4.322,0.1600,1.1060,0.9350
97,3832474,K00806.01,Kepler-30 d,CONFIRMED,143.206304700,0.3790,8.93020,1.0566e+04,0.094044,8.90,308.0,2.14,125.800000,5485.00,4.556,0.2100,0.8670,0.9860
98,8395660,K00116.03,Kepler-106 b,CONFIRMED,6.164876000,0.6460,3.26200,5.5800e+01,0.007192,0.79,1021.0,256.35,11.190000,5854.00,4.406,-0.1200,1.0120,0.9510
99,3832474,K00806.02,Kepler-30 c,CONFIRMED,60.324942160,0.2240,6.61880,2.0280e+04,0.128744,12.19,411.0,6.77,77.040000,5485.00,4.556,0.2100,0.8670,0.9860
100,3832474,K00806.03,Kepler-30 b,CONFIRMED,29.159861500,0.3619,4.80300,4.8800e+02,0.020180,1.91,524.0,17.85,44.200000,5485.00,4.556,0.2100,0.8670,0.9860
103,3935914,K00809.01,Kepler-686 b,CONFIRMED,1.594745374,0.5140,1.96040,1.5044e+04,0.115879,11.30,1539.0,1329.42,6.203000,5934.00,4.491,-0.3800,0.8930,0.9010
105,4049131,K00811.01,Kepler-687 b,CONFIRMED,20.505889210,0.2600,4.05950,2.1055e+03,0.041039,3.41,518.0,17.06,38.910000,4905.00,4.544,-0.0400,0.7610,0.7390
106,4139816,K00812.01,Kepler-235 b,CONFIRMED,3.340218842,0.4660,1.91040,1.6326e+03,0.037683,2.03,656.0,43.73,12.400000,3950.00,4.754,-0.4600,0.4930,0.5020
108,5358241,K00829.01,Kepler-53 b,CONFIRMED,18.649327280,0.0800,4.40560,8.9360e+02,0.027096,3.12,701.0,57.13,33.120000,5775.00,4.405,0.1600,1.0530,1.0260
109,10875245,K00117.02,Kepler-107 c,CONFIRMED,4.901449760,0.5290,4.16540,1.4070e+02,0.011136,1.70,1262.0,598.74,7.780000,5847.00,4.191,0.2600,1.4020,1.1130
110,5358241,K00829.02,Kepler-53 d,CONFIRMED,9.751921010,0.9490,4.79300,4.1800e+02,0.024042,2.76,870.0,135.66,6.050000,5775.00,4.405,0.1600,1.0530,1.0260
111,5358241,K00829.03,Kepler-53 c,CONFIRMED,38.557654600,0.9110,5.79400,9.9300e+02,0.034980,4.02,550.0,21.71,24.900000,5775.00,4.405,0.1600,1.0530,1.0260
112,5358624,K00830.01,Kepler-428 b,CONFIRMED,3.525632539,0.1200,2.59959,2.2335e+04,0.133720,11.58,975.0,213.12,11.699000,5150.00,4.572,0.0800,0.7930,0.8550
114,4664847,K00816.01,Kepler-690 b,CONFIRMED,7.748094239,0.5170,3.59570,2.4721e+03,0.046615,5.52,964.0,204.39,15.000000,5973.00,4.439,0.3600,1.0850,1.1810
115,4725681,K00817.01,Kepler-236 c,CONFIRMED,23.967936690,0.4160,3.82700,1.1823e+03,0.031410,1.80,329.0,2.77,45.200000,3747.00,4.728,0.1000,0.5240,0.5360
116,4913852,K00818.01,Kepler-691 b,CONFIRMED,8.114374820,0.5730,2.27360,1.5580e+03,0.037204,2.10,460.0,10.55,23.580000,3692.00,4.753,0.2800,0.5170,0.5530
120,10875245,K00117.01,Kepler-107 e,CONFIRMED,14.749148250,0.1730,6.09950,4.3020e+02,0.018864,2.89,874.0,137.91,18.560000,5847.00,4.191,0.2600,1.4020,1.1130
121,5021899,K00821.01,Kepler-692 b,CONFIRMED,21.812959960,0.0530,4.37910,1.1754e+03,0.030952,3.38,639.0,39.33,39.183000,5601.00,4.410,0.0800,0.9990,0.9340
124,5164255,K00824.01,Kepler-693 b,CONFIRMED,15.375623690,0.6920,3.31690,1.5337e+04,0.121030,11.01,600.0,30.54,31.240000,4986.00,4.496,0.1600,0.8330,0.7930
125,5252423,K00825.01,Kepler-237 c,CONFIRMED,8.103632710,0.0470,3.16100,8.8790e+02,0.026361,2.11,687.0,52.82,20.090000,4861.00,4.574,-0.0800,0.7320,0.7330
126,5252423,K00825.02,Kepler-237 b,CONFIRMED,4.715108430,0.2580,2.50600,4.1750e+02,0.018268,1.46,823.0,108.84,14.180000,4861.00,4.574,-0.0800,0.7320,0.7330
127,5272878,K00826.01,Kepler-694 b,CONFIRMED,6.365839713,0.5240,2.97210,7.8070e+02,0.026275,2.44,914.0,165.33,14.460000,5776.00,4.554,-0.1800,0.8490,0.9390
130,5651104,K00840.01,Kepler-695 b,CONFIRMED,3.040330460,0.7360,1.84110,1.0859e+04,0.104023,8.99,1021.0,257.29,10.410000,5035.00,4.519,-0.0600,0.7910,0.7540
131,5792202,K00841.01,Kepler-27 b,CONFIRMED,15.335286750,0.7730,3.89700,3.0814e+03,0.056000,5.00,610.0,32.67,21.650000,5251.00,4.581,0.2100,0.8170,0.9260
132,10875245,K00117.04,Kepler-107 d,CONFIRMED,7.958253280,0.7060,4.37700,5.0000e+01,0.006915,1.06,1074.0,314.15,10.010000,5847.00,4.191,0.2600,1.4020,1.1130
133,5792202,K00841.02,Kepler-27 c,CONFIRMED,31.330461350,0.7980,5.17600,5.0738e+03,0.072904,6.50,481.0,12.61,33.190000,5251.00,4.581,0.2100,0.8170,0.9260
137,5436502,K00834.01,Kepler-238 e,CONFIRMED,23.653694150,0.0080,8.21830,3.3418e+03,0.052190,7.89,731.0,67.65,23.142000,5739.00,4.191,0.3000,1.3840,1.0830
138,5436502,K00834.02,Kepler-238 d,CONFIRMED,13.233522140,0.0140,6.73720,5.0460e+02,0.020278,3.06,888.0,146.67,15.320000,5739.00,4.191,0.3000,1.3840,1.0830
139,5436502,K00834.03,Kepler-238 c,CONFIRMED,6.155602850,0.2350,4.98430,2.8500e+02,0.015336,2.32,1146.0,406.94,9.340000,5739.00,4.191,0.3000,1.3840,1.0830
140,5436502,K00834.04,Kepler-238 b,CONFIRMED,2.090811305,0.7460,3.38800,1.1590e+02,0.010686,1.62,1642.0,1718.04,3.320000,5739.00,4.191,0.3000,1.3840,1.0830
141,10875245,K00117.03,Kepler-107 b,CONFIRMED,3.180027898,0.1960,3.57970,1.2030e+02,0.009989,1.53,1458.0,1066.86,6.751000,5847.00,4.191,0.2600,1.4020,1.1130
142,5436502,K00834.05,Kepler-238 f,CONFIRMED,50.446741700,0.3790,7.15900,3.7030e+02,0.017670,2.67,568.0,24.64,50.900000,5739.00,4.191,0.3000,1.3840,1.0830
143,5456651,K00835.01,Kepler-239 b,CONFIRMED,11.763071640,0.0480,2.90760,1.0373e+03,0.028519,2.35,616.0,33.99,31.760000,4959.00,4.603,0.1600,0.7560,0.8490
144,5456651,K00835.02,Kepler-239 c,CONFIRMED,56.227927100,0.7000,3.57000,8.6270e+02,0.028683,2.37,366.0,4.22,90.700000,4959.00,4.603,0.1600,0.7560,0.8490
146,5531576,K00837.01,Kepler-240 c,CONFIRMED,7.953547000,0.3000,2.63120,8.7540e+02,0.026448,2.25,696.0,55.37,22.680000,4768.00,4.536,0.1800,0.7790,0.7590
147,5531576,K00837.02,Kepler-240 b,CONFIRMED,4.144516560,0.0040,2.34210,3.9180e+02,0.017441,1.48,864.0,132.08,13.767000,4768.00,4.536,0.1800,0.7790,0.7590
149,6291653,K00850.01,Kepler-702 b,CONFIRMED,10.526294577,0.6440,2.52110,9.7680e+03,0.095143,8.24,713.0,61.16,28.260000,5386.00,4.553,-0.2000,0.7930,0.8200
150,6392727,K00851.01,Kepler-703 b,CONFIRMED,4.583520948,0.0450,2.70550,3.8121e+03,0.056287,5.39,1038.0,274.98,13.672000,5815.00,4.540,-0.1200,0.8770,0.9730
151,6422070,K00852.01,Kepler-704 b,CONFIRMED,3.761818430,0.9260,3.51760,5.1060e+02,0.025656,2.66,1121.0,372.62,3.730000,5653.00,4.472,0.1000,0.9490,0.9740
152,6428700,K00853.01,Kepler-242 b,CONFIRMED,8.203969580,0.8230,2.96670,1.0244e+03,0.033372,3.01,742.0,71.50,13.230000,5015.00,4.499,0.1000,0.8260,0.7850
153,6428700,K00853.02,Kepler-242 c,CONFIRMED,14.496451860,0.9700,4.01600,6.4750e+02,0.033377,3.01,613.0,33.48,9.850000,5015.00,4.499,0.1000,0.8260,0.7850
155,5794379,K00842.01,Kepler-241 b,CONFIRMED,12.718098660,0.4270,3.09570,1.1494e+03,0.030871,2.31,562.0,23.60,29.500000,4702.00,4.592,-0.2200,0.6860,0.6700
156,5794379,K00842.02,Kepler-241 c,CONFIRMED,36.065881630,0.2600,4.32460,1.5638e+03,0.035281,2.64,397.0,5.88,63.840000,4702.00,4.592,-0.2200,0.6860,0.6700
157,5881688,K00843.01,Kepler-696 b,CONFIRMED,4.190425659,0.4580,2.85890,2.8774e+03,0.050076,6.21,1234.0,547.90,10.600000,6073.00,4.392,0.2000,1.1350,1.1630
158,6022556,K00844.01,Kepler-697 b,CONFIRMED,3.709870784,0.0230,3.06940,2.0203e+03,0.040686,4.35,1151.0,415.10,9.625500,5727.00,4.463,0.1400,0.9780,1.0130
159,6032497,K00845.01,Kepler-698 b,CONFIRMED,16.329752700,0.7910,6.27100,1.1875e+03,0.034822,3.75,727.0,66.08,13.310000,5878.00,4.444,-0.0600,0.9870,0.9890
160,6061119,K00846.01,Kepler-699 b,CONFIRMED,27.807566216,0.7820,4.21587,2.5391e+04,0.161479,13.84,554.0,22.24,43.260000,5862.00,4.584,-0.5200,0.7850,0.8650
161,6191521,K00847.01,Kepler-700 b,CONFIRMED,80.872346900,0.5270,11.19500,3.6046e+03,0.056129,7.59,452.0,9.88,50.500000,5510.00,4.222,0.1600,1.2380,0.9320
163,3531558,K00118.01,Kepler-467 b,CONFIRMED,24.993243190,0.6860,5.94090,2.6960e+02,0.015956,2.29,712.0,60.88,24.100000,5718.00,4.181,0.0000,1.3170,0.9610
164,6276477,K00849.01,Kepler-701 b,CONFIRMED,10.355331160,0.0290,3.17750,7.5060e+02,0.024674,2.47,777.0,86.22,25.510000,5501.00,4.462,0.0200,0.9180,0.8910
165,6863998,K00867.01,Kepler-709 b,CONFIRMED,16.085189370,0.8670,3.98400,1.4424e+03,0.040767,3.68,613.0,33.43,17.790000,5239.00,4.523,0.0000,0.8260,0.8300
167,6948054,K00869.01,Kepler-245 b,CONFIRMED,7.490183050,0.0200,2.72970,1.1236e+03,0.029843,2.56,753.0,76.06,21.590000,5103.00,4.562,0.0400,0.7870,0.8230
168,6948054,K00869.02,Kepler-245 d,CONFIRMED,36.276123800,0.0350,4.78650,1.5726e+03,0.035273,3.03,445.0,9.29,59.910000,5103.00,4.562,0.0400,0.7870,0.8230
169,6948054,K00869.03,Kepler-245 c,CONFIRMED,17.460879310,0.5940,2.26410,8.1240e+02,0.026969,2.32,568.0,24.60,49.300000,5103.00,4.562,0.0400,0.7870,0.8230
171,6522242,K00855.01,Kepler-706 b,CONFIRMED,41.408316686,0.3770,5.02640,2.2839e+04,0.139516,11.38,453.0,9.93,67.690000,5522.00,4.586,-0.4600,0.7470,0.7860
173,6587280,K00857.01,Kepler-243 b,CONFIRMED,5.715425977,0.3480,2.52420,9.0810e+02,0.027348,2.47,850.0,123.03,16.740000,5237.00,4.572,0.2400,0.8260,0.9270
174,9471974,K00119.01,Kepler-108 b,CONFIRMED,49.183941850,0.0350,11.33640,1.6462e+03,0.036501,8.20,669.0,47.40,34.340000,5626.00,3.907,0.3600,2.0570,1.2470
175,6587280,K00857.02,Kepler-243 c,CONFIRMED,20.026141200,0.9570,1.61100,4.2120e+02,0.025305,2.28,559.0,23.14,34.900000,5237.00,4.572,0.2400,0.8260,0.9270
178,6685526,K00861.01,Kepler-707 b,CONFIRMED,2.237489571,0.1280,1.81190,3.1580e+02,0.015942,1.41,1160.0,427.17,9.527000,5265.00,4.580,0.1400,0.8100,0.9100
180,6784235,K00863.01,Kepler-708 b,CONFIRMED,3.167893418,0.0260,2.18140,7.8120e+02,0.025513,2.62,1221.0,526.23,11.389000,5895.00,4.503,-0.0200,0.9400,1.0260
181,6849310,K00864.01,Kepler-244 b,CONFIRMED,4.311780262,0.1960,2.72510,1.1540e+03,0.030716,3.11,1038.0,274.84,12.250000,5527.00,4.484,0.1600,0.9270,0.9560
182,6849310,K00864.02,Kepler-244 d,CONFIRMED,20.050449400,0.3830,4.55600,8.4090e+02,0.026569,2.69,622.0,35.44,32.000000,5527.00,4.484,0.1600,0.9270,0.9560
183,6849310,K00864.03,Kepler-244 c,CONFIRMED,9.767345030,0.9000,1.65850,5.6910e+02,0.026407,2.67,791.0,92.46,22.200000,5527.00,4.484,0.1600,0.9270,0.9560
185,9471974,K00119.02,Kepler-108 c,CONFIRMED,190.320046800,0.8120,15.28400,1.1417e+03,0.034654,7.78,426.0,7.80,61.000000,5626.00,3.907,0.3600,2.0570,1.2470
187,7366258,K00880.01,Kepler-82 b,CONFIRMED,26.444393370,0.0300,3.97830,1.8435e+03,0.038511,3.91,562.0,23.54,52.720000,5427.00,4.463,0.1600,0.9290,0.9150
188,7366258,K00880.02,Kepler-82 c,CONFIRMED,51.539979720,0.1830,6.39940,3.6443e+03,0.054350,5.51,450.0,9.67,63.880000,5427.00,4.463,0.1600,0.9290,0.9150
189,7366258,K00880.03,Kepler-82 e,CONFIRMED,5.902245782,0.2090,2.90030,7.0230e+02,0.023909,2.43,926.0,173.74,15.590000,5427.00,4.463,0.1600,0.9290,0.9150
190,7366258,K00880.04,Kepler-82 d,CONFIRMED,2.382951591,0.4790,1.88760,3.9160e+02,0.018369,1.86,1253.0,583.01,8.700000,5427.00,4.463,0.1600,0.9290,0.9150
191,7373451,K00881.01,Kepler-712 b,CONFIRMED,21.022506080,0.0360,4.10720,1.7725e+03,0.037466,3.07,521.0,17.48,40.546000,5067.00,4.585,-0.0800,0.7500,0.7890
192,6948054,K00869.04,Kepler-245 e,CONFIRMED,3.219814777,0.0600,2.06420,4.8820e+02,0.019702,1.69,998.0,234.93,12.140000,5103.00,4.562,0.0400,0.7870,0.8230
193,6949607,K00870.01,Kepler-28 b,CONFIRMED,5.912273234,0.1700,2.32540,9.6140e+02,0.027826,1.73,585.0,27.72,19.700000,4072.00,4.696,-0.1800,0.5700,0.5860
194,6949607,K00870.02,Kepler-28 c,CONFIRMED,8.985819010,0.0080,2.86060,8.8130e+02,0.026527,1.65,509.0,15.90,24.640000,4072.00,4.696,-0.1800,0.5700,0.5860
197,7109675,K00872.01,Kepler-46 b,CONFIRMED,33.601233710,0.6700,4.40560,7.4259e+03,0.083298,8.46,495.0,14.22,49.600000,5149.00,4.447,0.4200,0.9300,0.8820
198,7109675,K00872.02,Kepler-46 d,CONFIRMED,6.766529280,0.4290,2.90040,4.5070e+02,0.019382,1.97,845.0,120.48,16.490000,5149.00,4.447,0.4200,0.9300,0.8820
199,7118364,K00873.01,Kepler-710 b,CONFIRMED,4.347288783,0.0250,2.10240,4.5160e+02,0.019273,2.36,1174.0,449.79,16.107000,5754.00,4.345,0.1600,1.1220,1.0140
200,7134976,K00874.01,Kepler-246 b,CONFIRMED,4.601811819,0.5670,2.26070,7.5590e+02,0.025790,2.35,896.0,152.91,13.320000,4986.00,4.496,0.1600,0.8330,0.7930
201,7134976,K00874.02,Kepler-246 c,CONFIRMED,11.187199050,0.3870,3.25200,3.5360e+02,0.017042,1.55,667.0,46.65,24.720000,4986.00,4.496,0.1600,0.8330,0.7930
