loc_rowid,kepid,kepoi_name,kepler_name,koi_disposition,koi_period,koi_impact,koi_duration,koi_depth,koi_ror,koi_prad,koi_teq,koi_insol,koi_dor,koi_steff,koi_slogg,koi_smet,koi_srad,koi_smass
2322,5480640,K02707.01,Kepler-399 d,CONFIRMED,58.033742600,0.0210,5.58400,8.0710e+02,0.025518,3.21,486.0,13.17,81.400000,5467.00,4.271,0.1400,1.1520,0.9020
2323,5480640,K02707.02,Kepler-399 b,CONFIRMED,14.425263500,0.0130,3.75400,2.2120e+02,0.013363,1.68,773.0,84.28,29.750000,5467.00,4.271,0.1400,1.1520,0.9020
2324,5480640,K02707.03,Kepler-399 c,CONFIRMED,26.675781800,0.7130,2.69600,4.7480e+02,0.021384,2.69,630.0,37.15,55.300000,5467.00,4.271,0.1400,1.1520,0.9020
2325,5175986,K02708.01,Kepler-1320 b,CONFIRMED,0.868386354,0.1350,1.06600,4.8850e+02,0.019749,1.52,1389.0,880.33,6.319000,4792.00,4.627,0.0700,0.7040,0.7930
2326,9008737,K02768.01,Kepler-404 b,CONFIRMED,11.828884300,0.2658,3.33700,1.9100e+02,0.012612,1.18,730.0,67.13,26.470000,5653.00,4.551,-0.0400,0.8570,0.9520
2327,9008737,K02768.02,Kepler-404 c,CONFIRMED,14.751203400,0.8759,1.25000,2.6110e+02,0.017404,1.63,678.0,49.97,46.700000,5653.00,4.551,-0.0400,0.8570,0.9520
2330,6521045,K00041.02,Kepler-100 b,CONFIRMED,6.887070730,0.6960,4.46790,6.8700e+01,0.008082,1.30,1155.0,420.97,8.620000,5788.00,4.122,0.1000,1.4740,1.0500
2335,6294819,K02852.01,Kepler-1368 b,CONFIRMED,0.675650404,0.0300,1.82610,2.0070e+02,0.012949,1.36,2085.0,4473.06,2.923000,5966.00,4.493,-0.0200,0.9610,1.0490
2341,11401755,K00277.01,Kepler-36 c,CONFIRMED,16.231917040,0.0170,7.46100,5.0160e+02,0.020452,3.54,926.0,174.10,16.968000,5919.00,4.042,-0.2000,1.5850,1.0090
2344,8292840,K00260.03,Kepler-126 c,CONFIRMED,21.869657140,0.5570,5.51770,1.2550e+02,0.010630,1.51,790.0,92.00,25.540000,6214.00,4.238,-0.1600,1.2970,1.0590
2345,5272233,K02711.01,Kepler-400 b,CONFIRMED,9.024364140,0.0140,3.01100,2.1460e+02,0.013340,1.62,939.0,183.39,23.210000,5885.00,4.348,0.0000,1.1110,1.0040
2346,5272233,K02711.02,Kepler-400 c,CONFIRMED,17.340873500,0.4890,3.39800,1.5900e+02,0.011797,1.43,755.0,76.86,34.500000,5885.00,4.348,0.0000,1.1110,1.0040
2355,5688910,K02856.01,Kepler-1369 b,CONFIRMED,25.873091400,0.1960,5.08500,6.9440e+02,0.024151,2.88,667.0,46.82,39.080000,6036.00,4.382,0.0200,1.0930,1.0480
2356,6345732,K02857.01,Kepler-1370 b,CONFIRMED,20.264202300,0.9140,4.66400,1.8530e+02,0.015063,2.12,770.0,82.92,14.660000,5937.00,4.251,0.1000,1.2910,1.0840
2358,6345732,K02857.02,Kepler-1370 c,CONFIRMED,7.441361020,0.8620,4.55400,7.9700e+01,0.009401,1.33,1075.0,315.02,6.630000,5937.00,4.251,0.1000,1.2910,1.0840
2359,8611257,K02931.01,Kepler-1389 b,CONFIRMED,99.253233600,0.9470,7.20800,5.3800e+02,0.027854,2.17,300.0,1.93,42.100000,5010.00,4.623,-0.1600,0.7150,0.7980
2363,10880507,K02936.01,Kepler-1390 b,CONFIRMED,6.480213800,0.7250,3.27000,1.4200e+02,0.011743,1.26,934.0,180.05,10.710000,5496.00,4.417,0.1400,0.9830,0.9200
2366,12206313,K02714.01,Kepler-401 b,CONFIRMED,14.383226700,0.7000,8.37800,1.7850e+02,0.013044,1.84,889.0,147.78,9.640000,6115.00,4.249,-0.0400,1.2910,1.0770
2367,12206313,K02714.02,Kepler-401 c,CONFIRMED,47.318663100,0.1890,10.46500,2.6340e+02,0.014906,2.10,598.0,30.22,34.450000,6115.00,4.249,-0.0400,1.2910,1.0770
2368,9837661,K02715.01,Kepler-1321 b,CONFIRMED,11.128274270,0.5940,2.61180,6.0570e+03,0.073529,4.04,408.0,6.52,29.100000,3640.00,4.744,0.2100,0.5030,0.5130
2369,7769819,K02778.01,Kepler-1342 b,CONFIRMED,2.215712960,0.7960,1.82110,2.8510e+02,0.017229,1.70,1283.0,638.56,5.950000,5417.00,4.447,-0.0800,0.9010,0.8300
2371,12164564,K02780.01,Kepler-1343 b,CONFIRMED,3.351840410,0.0910,1.98550,3.4530e+02,0.017094,1.88,1294.0,661.69,13.080000,6198.00,4.464,-0.1600,1.0050,1.0720
2374,10397751,K02859.01,Kepler-1371 b,CONFIRMED,3.446212500,0.7040,2.10100,8.3500e+01,0.008944,0.70,1015.0,251.24,9.090000,5374.00,4.555,-0.6800,0.7210,0.6800
2375,10397751,K02859.02,Kepler-1371 c,CONFIRMED,2.005414293,0.8740,1.93400,5.9500e+01,0.008216,0.65,1216.0,516.85,4.090000,5374.00,4.555,-0.6800,0.7210,0.6800
2379,9642292,K02946.01,Kepler-1392 b,CONFIRMED,15.140891600,0.1360,4.35900,4.7680e+02,0.019976,1.93,714.0,61.42,26.830000,5926.00,4.532,-0.2000,0.8870,0.9780
2382,4991208,K02951.01,Kepler-1393 b,CONFIRMED,2.443585430,0.2580,1.85200,5.9100e+01,0.007015,0.67,1249.0,574.37,9.830000,5561.00,4.486,-0.1800,0.8730,0.8500
2384,9837661,K02715.02,Kepler-1321 c,CONFIRMED,2.226496196,0.0480,1.70730,1.8391e+03,0.038292,2.10,697.0,55.76,10.350000,3640.00,4.744,0.2100,0.5030,0.5130
2386,9092504,K02716.01,Kepler-1322 b,CONFIRMED,0.962864171,0.7360,1.68020,3.0350e+02,0.017264,1.52,1666.0,1828.67,3.190000,5704.00,4.575,-0.3000,0.8040,0.8970
2387,5383248,K00261.01,Kepler-96 b,CONFIRMED,16.238477330,0.7660,3.96990,6.4670e+02,0.025459,2.76,711.0,60.35,21.300000,5683.00,4.422,0.0400,0.9930,0.9510
2388,10001368,K02785.01,Kepler-1344 b,CONFIRMED,4.768310330,0.1910,3.23630,2.5180e+02,0.014616,1.78,1219.0,522.81,11.230000,6237.00,4.374,-0.0800,1.1160,1.0690
2389,9466429,K02786.01,Kepler-1345 b,CONFIRMED,44.616751000,0.6180,7.83100,2.3970e+02,0.014887,2.31,693.0,54.56,35.000000,6763.00,4.220,-0.3200,1.4240,1.2350
2391,8885643,K02789.01,Kepler-1346 b,CONFIRMED,3.401656170,0.9060,1.96170,1.5590e+02,0.013564,1.34,1236.0,552.42,6.080000,6177.00,4.516,-0.4000,0.9060,0.9820
2392,5652893,K02790.01,Kepler-1347 b,CONFIRMED,14.009486310,0.2680,3.39900,1.6990e+02,0.011757,0.98,617.0,34.32,30.720000,5153.00,4.551,-0.1800,0.7670,0.7630
2395,8681833,K02865.01,Kepler-1372 b,CONFIRMED,1.311558909,0.2180,1.91900,1.4130e+02,0.010897,1.15,1655.0,1776.99,5.189000,5926.00,4.501,0.0700,0.9630,1.0720
2396,4138951,K02866.01,Kepler-1373 b,CONFIRMED,1.291233083,0.2000,1.85500,6.6000e+01,0.007518,0.89,1887.0,2993.70,5.290000,6384.00,4.419,-0.1600,1.0860,1.1290
2397,3102384,K00273.01,Kepler-454 b,CONFIRMED,10.573751447,0.7850,1.72590,2.9890e+02,0.017524,2.07,844.0,120.25,30.300000,5720.00,4.400,0.3400,1.0800,1.0670
2398,10471515,K02961.01,Kepler-1395 b,CONFIRMED,3.784750700,0.0210,2.92400,3.3500e+01,0.005280,0.70,1311.0,699.15,9.960000,6017.00,4.326,0.1400,1.2060,1.1260
2400,8760040,K02963.01,Kepler-1396 b,CONFIRMED,18.220602400,0.1250,5.10900,2.0180e+02,0.012951,1.78,786.0,90.43,27.390000,5951.00,4.283,0.1400,1.2620,1.1170
2402,10098844,K02964.01,Kepler-1397 b,CONFIRMED,47.449713400,0.0160,10.67500,2.0640e+02,0.013113,1.61,551.0,21.82,34.400000,6007.00,4.353,0.0000,1.1260,1.0420
2403,9467404,K02717.01,Kepler-1323 b,CONFIRMED,0.929906166,0.1020,1.74300,1.0870e+02,0.009563,1.48,2291.0,6514.57,4.136000,6039.00,4.169,-0.0400,1.4130,1.0750
2405,5184911,K02719.01,Kepler-1324 b,CONFIRMED,4.115855140,0.8070,1.48580,4.2580e+02,0.021440,1.93,895.0,151.55,13.280000,4827.00,4.508,0.3200,0.8230,0.7960
2407,6587105,K02721.01,Kepler-1325 b,CONFIRMED,33.878639000,0.9230,6.19400,7.0010e+02,0.030037,3.52,564.0,24.00,19.100000,5533.00,4.348,0.1600,1.0720,0.9330
2408,11662184,K02791.01,Kepler-1348 b,CONFIRMED,27.572214400,0.5620,5.25600,2.9630e+02,0.016268,1.94,636.0,38.62,33.900000,5912.00,4.397,0.1600,1.0900,1.0790
2409,11127479,K02792.01,Kepler-1349 b,CONFIRMED,2.128216210,0.0980,3.14600,2.5900e+01,0.004636,0.70,1668.0,1831.55,5.200000,5952.00,4.227,0.1800,1.3770,1.1680
2415,8884274,K02868.01,Kepler-1374 b,CONFIRMED,10.652750540,0.0510,2.68400,7.4070e+02,0.024669,2.20,737.0,69.81,31.030000,5602.00,4.571,-0.1600,0.8170,0.9130
2416,7767162,K02869.01,Kepler-1375 b,CONFIRMED,3.300408180,0.0080,4.46200,9.8800e+01,0.009123,1.43,1543.0,1341.90,5.732000,6333.00,4.229,0.1600,1.4380,1.2790
2420,9838468,K02943.01,Kepler-1391 b,CONFIRMED,54.409961200,0.1570,9.31400,1.9300e+02,0.012628,1.56,513.0,16.35,44.650000,5746.00,4.309,0.0000,1.1330,0.9540
2423,11401755,K00277.02,Kepler-36 b,CONFIRMED,13.849845670,0.0120,7.27830,8.4600e+01,0.008397,1.45,977.0,214.98,14.670000,5919.00,4.042,-0.2000,1.5850,1.0090
2424,7673192,K02722.01,Kepler-402 c,CONFIRMED,6.124797730,0.7900,3.46600,1.2930e+02,0.011473,1.51,1140.0,399.43,8.570000,6052.00,4.285,-0.1200,1.2020,1.0150
2425,7673192,K02722.02,Kepler-402 e,CONFIRMED,11.242848150,0.5200,4.24100,1.3600e+02,0.010988,1.44,931.0,177.70,17.570000,6052.00,4.285,-0.1200,1.2020,1.0150
2426,7673192,K02722.03,Kepler-402 b,CONFIRMED,4.028770970,0.1930,3.17300,1.0040e+02,0.009204,1.21,1311.0,699.45,9.630000,6052.00,4.285,-0.1200,1.2020,1.0150
2427,7673192,K02722.04,Kepler-402 d,CONFIRMED,8.921143180,0.1200,3.93300,1.1080e+02,0.009647,1.27,1006.0,241.79,17.380000,6052.00,4.285,-0.1200,1.2020,1.0150
2428,11807274,K00262.01,Kepler-50 b,CONFIRMED,7.812858620,0.0300,4.09800,1.1730e+02,0.009941,1.68,1196.0,483.06,14.714000,6237.00,4.136,0.0000,1.5430,1.1870
2430,6697756,K02798.01,Kepler-1351 b,CONFIRMED,0.916142298,0.2320,1.15550,9.8500e+01,0.008995,0.60,1212.0,507.47,5.980000,4374.00,4.639,-0.3400,0.6140,0.6000
2443,12314973,K00279.01,Kepler-450 b,CONFIRMED,28.454890910,0.5000,8.15930,1.4186e+03,0.035375,6.08,769.0,82.70,24.170000,6206.00,4.159,0.2200,1.5730,1.3050
2451,11135308,K02805.01,Kepler-1352 b,CONFIRMED,1.877878538,0.2480,2.39000,4.7500e+01,0.006379,0.78,1701.0,1977.35,5.890000,6324.00,4.352,-0.2800,1.1150,1.0170
2452,6521045,K00041.03,Kepler-100 d,CONFIRMED,35.333193200,0.6560,5.96600,9.9700e+01,0.009621,1.55,670.0,47.52,34.700000,5788.00,4.122,0.1000,1.4740,1.0500
2453,8077137,K00274.01,Kepler-128 b,CONFIRMED,15.089641500,0.0200,4.33490,7.7800e+01,0.008074,1.42,968.0,207.64,26.810000,6063.00,4.061,-0.1000,1.6130,1.0920
2454,7019524,K02877.01,Kepler-1376 b,CONFIRMED,5.308739780,0.1730,3.01800,1.2750e+02,0.010322,1.08,1042.0,279.21,13.390000,5914.00,4.483,-0.0600,0.9550,1.0110
2456,9825174,K02880.01,Kepler-1377 b,CONFIRMED,0.740926358,0.2020,1.01630,1.9550e+02,0.012828,1.22,1873.0,2909.21,5.561000,5618.00,4.494,-0.1800,0.8740,0.8700
2461,12008872,K02729.01,Kepler-1327 b,CONFIRMED,14.887766500,0.7950,4.98100,2.5250e+02,0.016055,1.96,831.0,112.85,14.470000,6143.00,4.344,-0.2000,1.1160,1.0010
2462,8415200,K02730.01,Kepler-1328 b,CONFIRMED,4.521586140,0.2030,3.47020,1.0620e+02,0.009333,1.31,1214.0,513.68,9.860000,5576.00,4.201,0.1600,1.2890,0.9630
2464,9886361,K02732.01,Kepler-403 b,CONFIRMED,7.031462950,0.0140,5.92200,8.5400e+01,0.008449,1.38,1194.0,480.26,9.165000,6170.00,4.192,0.2400,1.4990,1.2820
2465,9886361,K02732.03,Kepler-403 c,CONFIRMED,54.281194900,0.8500,5.51700,1.4780e+02,0.012667,2.07,604.0,31.45,41.400000,6170.00,4.192,0.2400,1.4990,1.2820
2467,6528464,K00270.01,Kepler-449 b,CONFIRMED,12.582298080,0.0440,6.37500,1.1870e+02,0.009854,1.53,917.0,167.41,15.223000,5587.00,4.091,-0.1000,1.4230,0.9110
2473,5209845,K02883.01,Kepler-1378 b,CONFIRMED,11.954018760,0.7440,2.65600,8.5590e+02,0.029175,2.10,525.0,17.92,24.500000,4359.00,4.611,-0.0600,0.6590,0.6480
2476,6129524,K02886.01,Kepler-1379 b,CONFIRMED,0.881842630,0.4540,1.31170,2.4990e+02,0.014657,1.24,1564.0,1419.46,4.710000,5268.00,4.594,-0.0600,0.7760,0.8710
2477,5794570,K02675.01,Kepler-1312 b,CONFIRMED,5.448321078,0.6140,2.22130,5.2940e+02,0.021984,2.17,978.0,215.95,15.330000,5721.00,4.517,0.0200,0.9050,0.9830
2481,6779260,K02678.01,Kepler-1313 b,CONFIRMED,3.833087643,0.9320,1.51000,4.6140e+02,0.024847,2.25,1012.0,247.80,8.330000,5397.00,4.543,-0.0200,0.8310,0.8780
2482,11807274,K00262.02,Kepler-50 c,CONFIRMED,9.376637130,0.8280,2.10330,1.1840e+02,0.011189,1.89,1125.0,379.30,19.780000,6237.00,4.136,0.0000,1.5430,1.1870
2486,10842192,K02736.01,Kepler-1329 b,CONFIRMED,9.336481410,0.9010,2.54490,8.8540e+02,0.033763,2.39,577.0,26.22,14.260000,4442.00,4.619,-0.2000,0.6480,0.6370
2487,2442448,K02812.01,Kepler-1354 b,CONFIRMED,76.613944600,0.8510,10.22000,4.9870e+02,0.023228,2.61,466.0,11.12,32.600000,6173.00,4.408,-0.2800,1.0300,0.9880
2490,11283615,K02816.01,Kepler-1355 b,CONFIRMED,1.289590179,0.4010,1.35410,2.8600e+02,0.015625,1.38,1448.0,1040.23,6.820000,5467.00,4.578,-0.0800,0.8080,0.9060
2491,7605093,K02817.01,Kepler-1356 b,CONFIRMED,0.634003002,0.3670,0.92070,3.1690e+02,0.016444,1.35,1714.0,2030.16,5.030000,5226.00,4.606,-0.1600,0.7500,0.8400
2492,8077137,K00274.02,Kepler-128 c,CONFIRMED,22.803025200,0.2910,4.76800,6.2900e+01,0.007316,1.29,843.0,119.60,35.240000,6063.00,4.061,-0.1000,1.6130,1.0920
2498,6878240,K02681.01,Kepler-397 c,CONFIRMED,135.497825600,0.8040,6.76900,5.0381e+03,0.072673,6.01,295.0,1.80,108.500000,5307.00,4.572,-0.2800,0.7570,0.7820
2499,6878240,K02681.02,Kepler-397 b,CONFIRMED,22.250850900,0.7710,1.74500,6.1870e+02,0.025073,2.07,539.0,20.01,65.700000,5307.00,4.572,-0.2800,0.7570,0.7820
2503,4831728,K02739.01,Kepler-1330 b,CONFIRMED,10.107737890,0.1510,3.82800,2.9490e+02,0.015476,1.98,879.0,140.75,20.270000,5480.00,4.260,0.1600,1.1740,0.9150
2506,6528464,K00270.02,Kepler-449 c,CONFIRMED,33.672806580,0.3090,8.22670,1.7090e+02,0.011948,1.86,661.0,45.09,30.140000,5587.00,4.091,-0.1000,1.4230,0.9110
2507,11963206,K02820.01,Kepler-1357 b,CONFIRMED,3.009124910,0.0090,2.22800,1.9140e+02,0.012546,1.22,1177.0,452.27,10.461000,5713.00,4.541,0.0700,0.8930,1.0100
2512,6937402,K02894.01,Kepler-1380 b,CONFIRMED,10.310823200,0.1290,5.61700,2.0400e+02,0.012975,1.27,786.0,90.10,14.100000,5708.00,4.521,-0.0200,0.8930,0.9670
2522,8095441,K02743.01,Kepler-1332 b,CONFIRMED,11.874576640,0.4320,1.97970,2.2070e+02,0.013737,1.32,728.0,66.33,42.000000,5523.00,4.506,0.0000,0.8800,0.9070
2523,5881813,K02744.01,Kepler-1333 b,CONFIRMED,109.646994800,0.7970,6.56800,8.9970e+02,0.030575,4.85,428.0,7.95,83.400000,5332.00,4.083,0.1800,1.4530,0.9320
2524,12456601,K02745.01,Kepler-1334 b,CONFIRMED,15.645886560,0.0330,3.95900,5.7210e+02,0.021809,2.18,710.0,60.08,30.840000,5896.00,4.518,-0.0800,0.9160,1.0080
2529,7428736,K02827.01,Kepler-1358 b,CONFIRMED,7.063219270,0.5600,2.41100,2.0720e+02,0.013550,1.21,827.0,110.22,18.920000,5305.00,4.489,-0.2600,0.8180,0.7530
2531,11129258,K02898.01,Kepler-1381 b,CONFIRMED,25.384175000,0.2450,3.57600,5.9400e+02,0.022465,2.44,649.0,42.01,53.840000,6137.00,4.471,-0.1200,0.9940,1.0670
2532,10586004,K00275.01,Kepler-129 b,CONFIRMED,15.791965940,0.0320,7.27720,2.0310e+02,0.012882,2.40,910.0,161.97,16.794000,5758.00,4.072,0.3000,1.7040,1.2510
2535,6521045,K00041.01,Kepler-100 c,CONFIRMED,12.815904210,0.5800,6.38560,2.2050e+02,0.014067,2.26,939.0,183.68,12.770000,5788.00,4.122,0.1000,1.4740,1.0500
2537,8892303,K02688.01,Kepler-1314 b,CONFIRMED,5.424749327,0.0160,1.13900,7.6800e+03,0.079794,5.15,625.0,36.05,39.290000,4137.00,4.658,-0.2200,0.5910,0.5800
2541,6586746,K02747.01,Kepler-1335 b,CONFIRMED,6.264047740,0.2320,2.39000,3.7870e+02,0.017429,1.55,809.0,101.27,19.850000,5032.00,4.511,0.0800,0.8170,0.7890
2542,9962455,K02748.01,Kepler-1336 b,CONFIRMED,23.198585200,0.3050,9.82100,2.2470e+02,0.013623,2.61,793.0,93.34,17.450000,5416.00,3.951,0.0000,1.7560,1.0040
2543,9962455,K02748.02,Kepler-1336 c,CONFIRMED,5.777212590,0.6920,2.46200,1.3430e+02,0.011293,2.17,1260.0,596.37,13.240000,5416.00,3.951,0.0000,1.7560,1.0040
2545,6436029,K02828.01,Kepler-1359 b,CONFIRMED,59.496900900,0.4060,5.40400,1.2621e+03,0.032075,2.92,369.0,4.36,79.800000,4817.00,4.499,0.4200,0.8330,0.8000
2547,9451706,K00271.01,Kepler-127 d,CONFIRMED,48.630380500,0.0340,7.08050,3.3980e+02,0.016784,2.48,590.0,28.60,53.320000,6075.00,4.264,0.3200,1.3520,1.2250
2548,9244508,K02830.01,Kepler-1360 b,CONFIRMED,40.528988500,0.3250,10.60400,3.6070e+02,0.017565,5.92,933.0,178.81,28.160000,6443.00,3.740,0.5600,3.0860,1.9070
2552,3969687,K02904.01,Kepler-1382 b,CONFIRMED,16.358348200,0.8870,9.85800,1.1640e+02,0.011577,2.23,959.0,200.10,6.240000,6133.00,4.084,0.3600,1.7650,1.3770
2556,5185897,K02693.01,Kepler-398 b,CONFIRMED,4.081411554,0.8760,2.32390,1.7190e+02,0.014433,1.00,755.0,77.00,6.930000,4498.00,4.661,-0.0800,0.6350,0.6980
2557,5185897,K02693.02,Kepler-398 c,CONFIRMED,11.419419280,0.9180,3.30750,1.5050e+02,0.014247,0.99,536.0,19.47,11.410000,4498.00,4.661,-0.0800,0.6350,0.6980
2558,5185897,K02693.03,Kepler-398 d,CONFIRMED,6.834406740,0.8710,2.27260,1.7710e+02,0.014584,1.01,636.0,38.68,11.990000,4498.00,4.661,-0.0800,0.6350,0.6980
2560,9881077,K02751.01,Kepler-1337 b,CONFIRMED,24.400437800,0.9090,2.98700,8.6050e+02,0.033526,2.47,437.0,8.64,30.700000,4583.00,4.606,-0.1600,0.6740,0.6690
2563,6265792,K02753.01,Kepler-1338 b,CONFIRMED,0.935115863,0.2430,1.61720,6.4800e+01,0.007380,1.05,2124.0,4811.82,4.362000,5874.00,4.252,0.1600,1.2970,1.0960
2564,9995402,K02832.01,Kepler-1361 b,CONFIRMED,3.575514290,0.4620,2.36400,9.2800e+01,0.008876,0.89,1061.0,299.19,10.380000,5213.00,4.434,0.1400,0.9170,0.8320
2568,11414465,K02836.01,Kepler-1363 b,CONFIRMED,2.941942960,0.0300,2.05600,2.7800e+02,0.014790,1.22,988.0,225.15,11.100000,4901.00,4.544,-0.0600,0.7580,0.7330
2572,10586004,K00275.02,Kepler-129 c,CONFIRMED,82.200123900,0.0010,10.62700,2.3390e+02,0.013819,2.57,525.0,17.96,59.910000,5758.00,4.072,0.3000,1.7040,1.2510
2573,4483138,K02910.01,Kepler-1384 b,CONFIRMED,15.362605200,0.2500,3.73600,4.6830e+02,0.019326,1.80,608.0,32.23,31.050000,5011.00,4.484,0.2000,0.8510,0.8060
2574,9475552,K02694.01,Kepler-1315 b,CONFIRMED,0.843379985,0.6960,1.44740,3.4330e+02,0.018150,1.70,1541.0,1329.99,3.410000,4818.00,4.481,0.5600,0.8560,0.8090
2576,8292840,K00260.01,Kepler-126 b,CONFIRMED,10.495663030,0.1600,4.73560,1.0610e+02,0.009480,1.34,1009.0,244.59,16.890000,6214.00,4.238,-0.1600,1.2970,1.0590
2580,10905911,K02754.01,Kepler-1339 b,CONFIRMED,1.341556420,0.2590,1.64620,5.8200e+01,0.006995,0.74,1642.0,1715.26,6.089000,5779.00,4.440,-0.0800,0.9700,0.9450
2582,6964929,K02756.01,Kepler-1340 b,CONFIRMED,0.665025941,0.4480,1.75420,1.0470e+02,0.009533,1.11,2174.0,5246.66,2.710000,5884.00,4.408,0.1600,1.0700,1.0700
2585,11565924,K02837.01,Kepler-1364 b,CONFIRMED,13.321914610,0.7840,6.21300,1.3350e+02,0.011586,2.88,1299.0,672.06,10.510000,6995.00,3.925,-0.1200,2.2740,1.5840
2586,6607357,K02838.01,Kepler-1365 b,CONFIRMED,7.699944660,0.0180,4.43200,7.0900e+01,0.007635,0.92,969.0,208.61,13.380000,5727.00,4.328,0.0000,1.1040,0.9460
2587,6607357,K02838.02,Kepler-1365 c,CONFIRMED,4.774660430,0.0300,3.80400,5.4300e+01,0.006682,0.81,1137.0,395.06,9.667000,5727.00,4.328,0.0000,1.1040,0.9460
2588,9451706,K00271.02,Kepler-127 c,CONFIRMED,29.393371610,0.5120,7.04450,3.2700e+02,0.016963,2.50,698.0,55.98,28.010000,6075.00,4.264,0.3200,1.3520,1.2250
2589,6186964,K02839.01,Kepler-1366 b,CONFIRMED,2.164570593,0.3380,1.28620,5.2510e+02,0.021060,1.27,783.0,88.91,12.400000,3941.00,4.713,-0.0400,0.5540,0.5780
2592,9693006,K02913.01,Kepler-1385 b,CONFIRMED,2.888785830,0.2420,2.97700,4.0900e+01,0.005802,0.84,1423.0,969.05,7.260000,5696.00,4.247,0.4400,1.3310,1.1390
2595,5128673,K02698.01,Kepler-1316 b,CONFIRMED,87.972422700,0.0150,14.63800,8.6670e+02,0.026755,3.39,446.0,9.37,47.140000,5837.00,4.305,0.0000,1.1590,0.9880
2596,6690836,K02699.01,Kepler-1317 b,CONFIRMED,0.568874717,0.0500,1.21770,3.7840e+02,0.017496,1.49,1796.0,2473.19,3.675000,5223.00,4.593,0.0700,0.7800,0.8890
2602,12024120,K00265.01,Kepler-507 b,CONFIRMED,3.568099612,0.5310,3.21310,9.8400e+01,0.009350,1.36,1407.0,926.89,7.320000,6007.00,4.232,0.0800,1.3340,1.1070
2603,8210018,K02762.01,Kepler-1341 b,CONFIRMED,132.995550300,0.7030,7.43600,1.2754e+03,0.034912,2.51,241.0,0.80,103.800000,4523.00,4.636,-0.1000,0.6590,0.6870
2604,3642289,K00301.01,Kepler-135 b,CONFIRMED,6.002548291,0.9140,4.16280,2.0200e+02,0.015656,2.33,1209.0,504.79,4.960000,6204.00,4.269,0.2600,1.3600,1.2570
2605,3642289,K00301.02,Kepler-135 c,CONFIRMED,11.448658230,0.8240,4.95300,7.5200e+01,0.008892,1.32,975.0,213.39,10.310000,6204.00,4.269,0.2600,1.3600,1.2570
2606,3662838,K00302.01,Kepler-516 b,CONFIRMED,24.854665040,0.7460,9.18200,7.7620e+02,0.027585,7.61,1095.0,339.33,14.630000,6967.00,3.864,-0.0200,2.5270,1.7000
2607,5966322,K00303.01,Kepler-517 b,CONFIRMED,60.928188660,0.0090,6.33360,7.5560e+02,0.024899,2.78,467.0,11.28,75.319000,5638.00,4.359,-0.1200,1.0230,0.8710
2608,6029239,K00304.01,Kepler-518 b,CONFIRMED,8.512037736,0.0050,2.18610,5.9780e+02,0.022246,2.14,839.0,117.11,30.413200,5767.00,4.538,-0.0600,0.8810,0.9790
2611,12404954,K00361.01,Kepler-537 b,CONFIRMED,3.247548814,0.3100,2.51460,2.0970e+02,0.013203,1.41,1181.0,460.67,9.540000,5703.00,4.498,0.3600,0.9750,1.0910
2616,9070666,K03008.01,Kepler-1408 b,CONFIRMED,2.997929260,0.4030,4.39800,4.5400e+01,0.006238,1.12,1616.0,1611.51,4.850000,5888.00,4.061,0.1400,1.6450,1.1360
2624,6196457,K00285.01,Kepler-92 b,CONFIRMED,13.748830590,0.6580,6.09680,4.2590e+02,0.019908,3.63,975.0,213.84,13.440000,5862.00,4.050,0.1600,1.6700,1.1420
2627,6063220,K00305.01,Kepler-99 b,CONFIRMED,4.603575293,0.2460,2.34990,4.4040e+02,0.018677,1.51,810.0,101.65,14.810000,4783.00,4.602,0.1800,0.7410,0.8050
2628,6071903,K00306.01,Kepler-519 b,CONFIRMED,24.307843230,0.4250,2.60540,6.7710e+02,0.023893,2.14,532.0,18.87,66.400000,5313.00,4.571,0.1200,0.8200,0.9130
2629,6289257,K00307.01,Kepler-520 b,CONFIRMED,19.674097030,0.9140,3.75350,2.0490e+02,0.015780,1.78,711.0,60.37,17.740000,6023.00,4.423,-0.0800,1.0310,1.0270
2630,10905239,K00046.01,Kepler-101 b,CONFIRMED,3.487688776,0.0260,3.83661,1.2988e+03,0.032422,5.64,1445.0,1033.07,7.192350,5576.00,4.065,0.3000,1.5930,1.0740
2631,11623629,K00365.01,Kepler-538 b,CONFIRMED,81.737872000,0.0200,6.69230,6.2880e+02,0.022652,2.16,385.0,5.20,95.400000,5559.00,4.502,-0.1000,0.8730,0.8820
2633,4815520,K00367.01,Kepler-1656 b,CONFIRMED,31.578651216,0.0400,2.12791,2.1254e+03,0.041835,4.52,570.0,24.94,118.027000,5733.00,4.442,0.0800,0.9900,0.9870
2635,7175184,K00369.01,Kepler-144 b,CONFIRMED,5.885273640,0.6220,1.95310,1.1270e+02,0.010194,1.59,1253.0,583.47,18.350000,6070.00,4.157,-0.0800,1.4310,1.0720
2638,11403530,K03015.01,Kepler-1412 b,CONFIRMED,3.614603320,0.0260,3.22700,4.3900e+01,0.006019,0.90,1397.0,900.38,8.624000,5799.00,4.161,0.0000,1.3750,0.9990
2639,5088536,K00282.02,Kepler-130 b,CONFIRMED,8.457448920,0.4940,3.28930,7.7400e+01,0.008247,1.02,982.0,220.05,17.270000,5903.00,4.304,-0.1600,1.1370,0.9500
